Num,Id,Type,Address
88,05c4e2ac-43e0-49b2-b2e0-60f03ab89423,스타벅스 방배 4호점,2286 인천시 마포구 56길 
89,6d591c2e-4280-478a-8c47-336c86ae4a5e,커피빈 노원 1호점,3682 광주시 성북구 56길 
90,d13045b5-8c5d-4b30-9b39-eaf062645c4a,스타벅스 신촌 2호점,892 서울시 은평구 88길 
91,85ba84c4-c247-4667-bc13-67be3a69c5b9,빽다방 건대 5호점,9913 세종시 동대문구 33길 
92,74d35442-a4a8-42f5-a925-ba7e37ccb5fd,투썸플레이스 강남 0호점,8847 세종시 동대문구 93길 
93,231de541-05d4-4254-8c2d-22a4a404a84a,메가커피 노원 1호점,4181 대구시 성동구 54길 
94,20e54382-0c80-4d84-9df7-450a3ff572d3,빽다방 명동 6호점,1465 서울시 강서구 83길 
95,08daf1eb-bacc-4257-a838-8584f59a5441,빽다방 신촌 3호점,622 울산시 성북구 6길 
96,a7165b87-58b7-4699-8098-76ffce1ee5a2,이디야 홍대 5호점,413 울산시 중랑구 95길 
97,cbc90e62-820f-4ea8-8ee3-5db4215cbc32,메가커피 방배 9호점,556 세종시 중구 46길 
98,3c40c8bb-6a94-4e10-9110-4362dafc72b2,커피빈 방배 7호점,2232 대전시 마포구 17길 
99,208128f6-efcc-404b-aa71-ea6b6f8a741a,빽다방 방배 5호점,8143 광주시 강북구 15길 
100,619a8d47-53b9-459d-8e9d-ab281ec1f141,이디야 신촌 4호점,2940 부산시 서대문구 40길 
